Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Game
11821,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,Sigma Harmonics
11822,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,Kessen III
11823,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,Harlem Globetrotters: World Tour
11824,Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,Summon Night
11825,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,The King of Fighters Collection: The Orochi Saga
11826,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,Aero Elite: Combat Academy
11827,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0.0,0.0,0.01,0.07,You Don't Know Jack
11828,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,Damage Inc.: Pacific Squadron WWII
11829,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,Cartoon Network: Punch Time Explosion XL
11830,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,Wrath Unleashed
11831,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,Beyond Good & Evil
11832,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,Pong / Asteroids / Yars' Revenge
11833,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,Commandos 2: Men of Courage
11834,NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,NOëL: La Neige
11835,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Busou Shinki: Battle Masters
11836,Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,Roll Away
11837,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,Derby Jockey: Kishou e no Michi
11838,Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Harukanaru Toki no Naka de 4
11839,Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,Maximum Chase
11840,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,Mugen Souls Z
11841,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,Winning Post 7 2012
11842,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07,Spot Goes to Hollywood
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0.0,0.01,0.07,Teenage Mutant Ninja Turtles: Mutants in Manhattan
11844,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,G Darius
11845,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,Utawarerumono: Itsuwari no Kamen
11846,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07,The Wolf Among Us
11847,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,Mucha Lucha! Mascaritas of the Lost Code
11848,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,Invizimals: The Alliance
11849,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07,Roogoo Attack!
11850,Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,Disney's Planes
11851,Rugby League 3,Wii,2010,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07,Rugby League 3
11852,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,SD Gundam: Gashapon Wars
11853,Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,Alvin and the Chipmunks
11854,Backyard Hockey,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07,Backyard Hockey
11855,River King: Mystic Valley (US sales),DS,2007,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,River King: Mystic Valley (US sales)
11856,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Romance of the Three Kingdoms XI
11857,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Digimon World Championship
11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Lupin Sansei: Shijou Saidai no Zunousen
11859,Blood Drive,PS3,2010,Racing,Activision,0.07,0.0,0.0,0.0,0.07,Blood Drive
11860,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,Model * Oshare Audition: Dream Girl
11861,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0.0,0.0,0.0,0.07,Let's Paint
11862,Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07,Squishy Tank
11863,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07,Discovery Kids: Parrot Pals
11864,Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,Let's Ride! Friends Forever
11865,Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,Archer Maclean's 3D Pool
11866,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0.0,0.0,0.07,Tak: The Great Juju Challenge
11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,Just Dance: Disney Party 2
11868,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,TMNT: Mutant Melee
11869,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,Pro Farm 1
11870,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,Combat: Task Force 121
11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen
11872,Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07,Goosebumps HorrorLand
11873,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07,Rugby World Cup 2015
11874,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,Exhibition Volume 4
11875,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,Petz Fantasy 3D
11876,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,Viewpoint
11877,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Code Geass: Hangyaku no Lelouch - Lost Colors
11878,Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,Disney's Donald Duck Advance
11879,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,Dark Souls
11880,Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,Stacked with Daniel Negreanu
11881,Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,Hakuouki: Yuugi Roku
11882,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07,Circus Maximus: Chariot Wars
11883,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07,Mega Man Battle Network 5: Double Team DS (US sales)
11884,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,Kenyuu Densetsu Yaiba
11885,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07,SNK Arcade Classics Vol. 1
11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V
11887,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07,Fantasia: Music Evolved
11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V
11889,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.07,Elements of Destruction
11890,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,Serious Sam: Next Encounter
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.07,Speed
11892,Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,Eiken DS
11893,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Game Center CX: Arino no Chousenjou 2
11894,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,Tom Clancy's Ghost Recon 2
11895,E.X. Troopers,3DS,2012,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,E.X. Troopers
11896,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07,Robocalypse
11897,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0.0,0.05,0.0,0.07,Guilty Gear Xrd -Revelator-
11898,Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,Grand Kingdom
11899,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,J Legend Retsuden
11900,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,The Testament of Sherlock Holmes
11901,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,Monster Racers
11902,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,The King of Fighters: Evolution
11903,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,DS Uranai Seikatsu
11904,SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0.0,0.01,0.07,SpongeBob's Truth or Square
11905,Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0.0,0.0,0.07,Pitfall: The Lost Expedition
11906,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,All-Star Baseball 2004
11907,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,Pac-Man and the Ghostly Adventures 2
11908,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,Tom Clancy's Splinter Cell: Chaos Theory
11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi
11910,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07,"Flower, Sun, and Rain"
11911,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,James Cameron's Dark Angel
11912,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,The Legend of Heroes: Trails in the Sky Third Chapter
11913,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07,Moxie Girlz
11914,Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07,Dave Mirra BMX Challenge
11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,Hannspree Ten Kate Honda: SBK Superbike World Championship
11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,Aqua Teen Hunger Force: Zombie Ninja Pro-Am
11917,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,Alexi Lalas International Soccer
11918,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,Operation Flashpoint: Red River
11919,F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,F.E.A.R. 2: Project Origin
11920,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07,NCAA College Football 2K3
11921,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,Monster Rancher Battle Card: Episode II
11922,Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Karaoke Revolution Party
11923,Dream Trigger 3D,3DS,2007,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,Dream Trigger 3D
11924,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,Make 10: A Journey of Numbers
11925,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!
11926,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,Jumper: Griffin's Story
11927,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,Vampire Legends: Power of Three
11928,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,Famicom Mini: Nazo no Murasame-Jou
11929,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,Galerians: Ash
11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Mahjong Fight Club DS: Wi-Fi Taiou
11931,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,Haunting Ground
11932,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07,"Horrid Henry: The Good, The Bad and The Bugly"
11933,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,Kane & Lynch 2: Dog Days
11934,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,Vampire Knight DS
11935,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,Disney Sports Skateboarding
11936,Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,Homie Rollerz
11937,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07,Operation Darkness
11938,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Magi: The Labyrinth of Beginning
11939,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,The Wolf Among Us
11940,Tornado,DS,2007,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,Tornado
11941,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07,Fantasy Aquarium by DS
11942,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge"
11943,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,Damnation
11944,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,I Don't Have Many Friends Portable
11945,Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,Rock Band Country Track Pack 2
11946,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,Fable: The Lost Chapters
11947,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0.0,0.0,0.07,Loons: The Fight For Fame
11948,Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,Romance of the Three Kingdoms IX
11949,Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,Second Sight
11950,Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Metal Gear Solid
11951,Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07,Totaled!
11952,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,Bleach: Heat the Soul 3
11953,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07,Ecco: The Tides of Time
11954,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,Showtime Championship Boxing
11955,Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,Rock Band Track Pack: Classic Rock
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,Open Season
11957,Football Manager 2010,PC,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07,Football Manager 2010
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,Dave Mirra BMX Challenge
11959,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0,0.07,Machine Head
11960,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07,Vanguard Bandits
11961,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Lost Heroes
11962,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,The Legend of Heroes VII: The Trail of Zero
11963,Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,Bionicle Heroes
11964,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0.0,0.0,0.07,0.0,0.07,Shin Chan Contra ¡Los Plastas!
11965,Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07,Inversion
11966,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,Silent Hill: Origins
11967,Blast Radius,PS,1998,Action,Psygnosis,0.04,0.03,0.0,0.0,0.07,Blast Radius
11968,Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.07,Zumba Fitness Core
11969,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,ESPN National Hockey Night
11970,Rec Room Games,DS,2011,Sports,Destineer,0.07,0.0,0.0,0.0,0.07,Rec Room Games
11971,Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07,Theme Park
11972,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,Yamaha Supercross
11973,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Pro Yaky? Spirits 2011
11974,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,Microsoft Flight Simulator 2004: A Century of Flight
11975,Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07,Taz Wanted
11976,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07,Harry Potter and the Sorcerer's Stone
11977,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine
11978,McFarlane's Evil Prophecy,PS2,2007,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,McFarlane's Evil Prophecy
11979,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07,Emergency 2012
11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Haikyuu!! Tsunage! Itadaki no Keshiki!!
11981,Wallace & Gromit in Project Zoo,GC,2003,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,Wallace & Gromit in Project Zoo
11982,John Madden Football,SNES,1991,Sports,Imagineer,0.0,0.0,0.07,0.0,0.07,John Madden Football
11983,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07,Aero Gauge
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0.0,0.0,0.07,Battlezone: Rise of the Black Dogs
11985,Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07,Caesars Palace Advance: Millennium Gold Edition
11986,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0.0,0.0,0.07,Shadowgate 64: Trials of the Four Towers
11987,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0.0,0.07,Teenage Mutant Ninja Turtles: Tournament Fighters
11988,Super Robot Spirits,N64,1998,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07,Super Robot Spirits
11989,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0.0,0.0,0.07,Mia Hamm Soccer 64
11990,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,MLB Front Office Manager
11991,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,Samurai Warriors
11992,GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,GunParade Orchestra: Shiro no Shou
11993,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,Hearts of Iron III
11994,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009,Action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta
11995,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.05,0.0,0.01,0.07,BlazBlue: Chrono Phantasma Extend
11996,Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.07,Crime Lab: Body of Evidence
11997,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,Ant Nation
11998,FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,FIFA Soccer 2004
11999,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.03,0.01,0.07,MotoGP 15
12000,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice
12001,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,The Sims 2: Seasons
12002,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,Rayman 3: Hoodlum Havoc
12003,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,NHL 2K9
12004,Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Tales of Rebirth
12005,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07,The Guy Game
12006,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,Ultimate Marvel vs. Capcom 3
12007,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,Battleborn
12008,Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0.0,0.0,0.07,Let's Ride! Dreamer
12009,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07,Tecmo's Deception
12010,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07,Reader Rabbit 1st Grade
12011,Anubis II,Wii,2007,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,Anubis II
12012,Point Blank DS (JP sales),DS,2006,Shooter,Atari,0.0,0.0,0.07,0.0,0.07,Point Blank DS (JP sales)
12013,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,Ghost in the Shell: Stand Alone Complex
12014,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07,Guilty Gear Xrd -Revelator-
12015,G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07,G-Saviour
12016,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Gintama DS: Yorozuya Daisoudou
12017,Drake of the 99 Dragons,XB,2007,Shooter,Unknown,0.05,0.01,0.0,0.0,0.07,Drake of the 99 Dragons
